age,gender,occupation,city,monthly_income,income_source,savings_rate,debt,housing_expense,food_expense,transport_expense,entertainment_expense,shopping_expense,healthcare_expense,credit_card_usage,investment,emergency_fund,financial_stress,financial_health_score,cluster,risk_profile
42,Female,Employee,Urban,2382.506911600707,Salary,0.0627681274315994,1187.3105588752974,822.3203526006381,229.10311859594736,120.37057339491152,180.6571353592558,227.59384233493847,188.39190178447905,Medium,No,No,Medium,0.0,2,Conservative
61,Male,Student,Rural,1359.768096395201,Multiple,0.2038813522636009,1704.1833883633212,396.3584557251512,144.77779685873037,126.03995068879348,110.39073468075712,64.52553646502682,86.29366972526515,Low,No,No,Medium,10.354818840543285,2,Conservative
39,Male,Student,Rural,2411.83010683698,Business,0.1727542741761018,7326.251121498497,692.8240683055794,193.78988431310324,142.48977960902516,169.76824219541177,104.4584036218244,140.309392415013,Medium,Yes,Yes,Low,32.92107906770745,2,Conservative
63,Male,Employee,Urban,3591.735293031463,Freelance,0.301382912554999,22738.48085083064,1381.3373604654284,531.0644105560177,207.49905925716757,134.21710053519988,358.35874621276974,157.2843382649132,Low,Yes,No,Medium,20.856641340643968,0,Moderate
23,Male,Freelancer,Suburban,5761.136441473477,Salary,0.3114471665890824,13919.97089441254,1625.504115928091,504.68894808022816,549.8508744036258,385.90147218605017,352.54549146129534,458.18297013403566,High,No,No,Low,15.455196810618167,1,Aggressive
53,Female,Employee,Urban,1416.685747563293,Salary,0.1830041155508691,3542.753696863892,537.8981318129379,189.0473785153397,137.4986152490029,82.709840488866,69.57767881353632,55.153380747004896,Medium,No,No,Medium,3.297847676000225,2,Conservative
45,Female,Freelancer,Urban,2153.3298662401244,Salary,0.0040513211109184,6241.362791764015,636.371624110572,256.9205487891388,150.28935122217254,116.84694062876083,184.02091196178057,165.58676801181696,Low,Yes,Yes,Medium,24.431280958808767,2,Conservative
40,Female,Student,Urban,1877.308644154838,Freelance,0.0525728019002567,986.6103962314388,748.4533857009679,258.99587330292013,99.60872293791792,168.28289988738618,126.87748711716114,77.63849194949326,Medium,Yes,No,Low,7.782302770858843,2,Conservative
51,Female,Business,Suburban,2798.586336238636,Salary,0.3123744180433104,588.4001178725779,1111.428767430854,324.90863389944485,253.8214987745921,252.87473305598397,205.4282731786251,79.81674078530949,Low,Yes,No,Low,20.93845620216937,2,Conservative
53,Male,Business,Urban,1140.3560439079986,Salary,0.1856643306357758,8777.729284294279,426.654835330794,169.8070570969953,105.26667431011414,134.13739793062578,38.582264540482,65.87690330818262,Medium,No,No,Medium,14.104701921428736,2,Conservative
18,Male,Unemployed,Suburban,1534.0531992912804,Salary,0.3749154662717868,4115.802473438259,583.2669521292689,187.9079752916995,92.78077697911124,133.6452766934514,117.48428245763856,111.57886336140454,Low,No,No,High,12.968861184639891,2,Conservative
28,Female,Unemployed,Urban,1047.3220125781388,Business,0.2896692950608478,700.4223980325486,391.1633861902133,128.97623765786295,103.82767380197832,59.476616568233496,82.1239433049819,80.49839119174494,Low,Yes,Yes,Medium,43.16182740530225,2,Conservative
54,Female,Employee,Urban,1188.9760216510424,Business,0.2255171227090558,2841.257261766026,409.53903047341424,171.75353636997303,106.1350923003594,92.78429534923713,47.09854592006156,82.22016509843648,Low,Yes,No,Medium,34.40108391958197,2,Conservative
52,Male,Employee,Suburban,1754.222649546314,Freelance,0.212854976200786,5524.500636933898,651.4365795208347,172.02152225339904,126.91273174874642,152.81530446359633,144.06137336460614,76.89047841888693,Medium,Yes,No,Low,15.52560461725147,2,Conservative
63,Female,Freelancer,Suburban,5627.616679723988,Salary,0.0851109534180201,7381.889233282468,1937.2628494829232,593.153910600541,408.8946894145824,376.70386332117897,196.28692085244157,374.2843843849578,Medium,Yes,No,Medium,21.2735661983278,1,Aggressive
56,Female,Student,Suburban,2903.871827591437,Business,0.1368686046911758,5586.848554362865,1092.7992755438206,367.481875470516,194.49667519455548,253.864789164903,106.1496278524958,61.91005550284461,Medium,Yes,No,High,0.0,2,Conservative
63,Male,Employee,Suburban,2521.219360774918,Salary,0.2416276789130983,2073.1385856114453,984.1151485923016,226.6007299239711,219.7279769374125,261.3940256590564,186.2427923270044,78.21502822738081,Low,Yes,No,Low,19.193491367483524,2,Conservative
53,Female,Student,Rural,4785.965222877146,Salary,0.1654914240608238,1276.2328848992477,1737.2963715627775,654.1103138664984,387.40535313520576,415.28827541947857,460.1763984460901,260.38167079211854,Medium,No,No,Low,3.872935466466563,1,Aggressive
35,Male,Employee,Urban,2956.6109457222087,Multiple,0.2468280426024567,3351.356721119727,1166.9833832799798,359.0232159260238,263.1907762233933,134.04364359454706,180.1831639778509,109.50384292113878,Medium,No,Yes,High,10.67363298003064,2,Conservative
24,Female,Employee,Urban,3098.8552736049705,Salary,0.3029238374613469,6648.462334539858,983.0638039688664,411.6716332124842,238.1217899744315,183.24659926907063,127.9625506601571,187.19269375424807,Medium,Yes,No,High,16.57723196100206,2,Conservative
57,Female,Employee,Suburban,1926.5531785759483,Salary,0.1820343588457932,7370.554782867385,749.0594509689422,287.6699706296287,101.360234785804,224.81202589014347,158.34199479534416,118.07906568771035,High,No,Yes,Medium,13.905830011623795,2,Conservative
51,Female,Student,Suburban,1774.6097564124448,Business,0.1568456126635474,14477.123469207443,503.87325538245534,263.31767349671946,166.4405335778784,111.02348495049748,126.49049747700316,101.07718491891411,Medium,No,Yes,Medium,19.472799684047256,2,Conservative
21,Male,Freelancer,Suburban,1267.0371804237866,Salary,0.1103692354101775,3087.1521329063544,322.7206201864657,141.0647672086397,92.018140393955,132.67920274840282,124.34161801103582,79.02807956077585,Low,No,No,High,0.0,2,Conservative
38,Male,Student,Suburban,1807.057691902388,Salary,0.2834885976673862,982.124551082772,486.4861531784478,180.122376722889,156.12897115392707,77.03022408587442,71.87920715407292,69.86243336603953,Medium,Yes,No,Medium,32.12114311573966,2,Conservative
63,Male,Unemployed,Urban,2121.2022223558865,Multiple,0.2753500286521925,8835.193447480144,581.2880890066052,263.88005118401253,132.7285780045044,251.69838193394068,177.705715367606,70.11433698300384,Low,No,No,Medium,12.03594879023353,2,Conservative
45,Male,Employee,Urban,2899.691044032013,Salary,0.4187079083092537,3238.848580490034,1083.510124772726,376.3632427855305,182.2822675908009,142.1634149756545,140.01207868960168,59.83769343716005,High,Yes,No,Low,32.78107849272348,2,Conservative
42,Female,Freelancer,Suburban,2396.1553454842915,Salary,0.2176859591275211,826.5830891849666,743.1709002413703,241.1279052520892,163.59474297798397,279.2085659067351,224.85277481880476,142.4453222788501,High,No,Yes,Medium,21.54796068748258,2,Conservative
43,Female,Employee,Urban,2033.401462472833,Freelance,0.1903361750659051,5562.030004620098,579.4721259329627,202.7209334456641,136.62606070286657,70.0962686431121,173.23145320648578,112.09162045358876,High,No,Yes,Medium,22.543515779340176,2,Conservative
31,Male,Student,Urban,1547.1373386672562,Salary,0.2467325716112703,12232.774387120218,575.2884745867547,147.05242505082674,98.96332302884323,126.70975401659474,95.84458793949877,61.80562588816223,Medium,No,Yes,Low,12.33757220170691,2,Conservative
39,Male,Employee,Urban,2979.656796709591,Salary,0.1712044972321217,4372.224342488129,835.2532683476776,428.05691521140335,196.76572201865457,137.3036862616746,98.73356251339978,121.65235799001324,Low,Yes,No,High,15.40170508543882,2,Conservative
39,Male,Employee,Urban,1902.866964373097,Salary,0.1114684338271477,12382.942389588265,497.9446132952409,165.76723922102784,108.4326063698153,167.62137015061157,148.20119673855402,62.20524309465765,Medium,No,Yes,Low,8.747722940338125,2,Conservative
21,Male,Business,Suburban,2912.88201725684,Salary,0.2088780392215766,1836.2557096163032,931.9143493327304,283.27236470733743,147.52597538682633,323.1314826842672,181.55910152521616,118.39399173588365,Medium,Yes,Yes,Low,28.575277606273,2,Conservative
56,Male,Freelancer,Urban,937.6379983043026,Business,0.2457811640591723,1440.0884706223944,244.17133062148235,115.99373125339652,92.65426695268802,53.29364881391487,80.50554807960465,35.78155783570197,Medium,No,No,Medium,12.979043294218378,2,Conservative
41,Male,Student,Rural,2887.6854604217065,Business,0.2524092321396136,7006.008580268634,842.7439500733576,325.529582976458,155.14089896427964,191.2268227963092,236.3318008035199,226.15946313927384,Medium,Yes,No,Medium,28.8238585341145,2,Conservative
58,Female,Employee,Suburban,3545.567289456527,Salary,0.2444066526774419,2094.870406510732,1258.8549991383795,313.6030617136335,240.0394976348403,121.2215126562658,292.078531322099,177.65526784622935,Medium,No,Yes,Low,21.42230644149056,2,Conservative
59,Male,Employee,Urban,3326.7975703967336,Salary,0.3063888941791077,9948.765472822835,1018.5983194277638,333.56311457868014,305.2918393311176,272.1709275447172,139.72855589672494,182.685619240204,Low,Yes,Yes,Medium,32.44611635349438,2,Conservative
31,Female,Student,Urban,2211.97218357243,Salary,0.2520519796658685,3536.052053823025,582.017502295755,240.1524311765241,111.04875589154616,186.4708012204402,133.93295361663937,47.018584377976985,Medium,Yes,No,Low,26.736125728014496,2,Conservative
52,Female,Employee,Urban,3857.054767875614,Salary,0.2270600573264486,10084.035208429905,1197.418616920597,567.4054149084487,343.2514900789881,330.2381697250509,242.62379966251797,268.6248141512007,Medium,Yes,No,Medium,30.896224101513223,1,Aggressive
44,Male,Unemployed,Suburban,1291.4495627260476,Freelance,0.0734413959335206,5604.189717190366,422.26709214604784,139.09206992092638,91.68217456711636,144.96097525925708,109.69434395591556,84.3424729320816,Low,Yes,No,Medium,12.351197955179472,2,Conservative
60,Female,Employee,Urban,2334.135736667058,Salary,0.2245878675890731,1211.900779200425,671.1438188661132,205.6528484426873,141.64200469075493,89.46996574955025,136.30265271770912,118.58272826978778,Low,Yes,No,Low,16.351095981723503,2,Conservative
31,Female,Freelancer,Urban,2215.652229532018,Business,0.1829149362260172,406.86499163218815,610.7083098718006,328.061887225509,127.48057100435682,160.42743076376175,200.684671985902,147.6455608549209,Medium,No,Yes,Medium,11.640633581054718,2,Conservative
52,Female,Freelancer,Urban,4097.776729509944,Salary,0.0878385684014351,6515.494024484617,1492.6199801711805,452.3175394933021,375.9546794355127,232.28376526221015,201.8384660668096,122.20531515475656,High,No,No,Low,0.0,1,Aggressive
50,Male,Business,Suburban,888.6943958695125,Business,0.2500869993297965,5245.62897467217,231.21655589814216,79.78653264143163,57.201570866932926,46.13326212691718,88.00632938242828,41.64500504481471,Low,No,No,Medium,13.855321324407734,2,Conservative
35,Male,Employee,Suburban,1437.8944586354753,Salary,0.2518197176688503,1077.108245061279,565.8546747916857,176.5373302434653,106.02659970307252,86.63546818945596,52.0300165744115,49.45767320545261,Low,Yes,Yes,Low,31.1847295640504,2,Conservative
26,Female,Business,Suburban,5846.657470201625,Business,0.2425403646731485,6624.817376582877,1468.3285079394757,798.6463633479367,396.9737294460393,669.3038839640217,378.8293453123361,324.6841678833504,Medium,Yes,No,Medium,25.999215699846275,1,Aggressive
51,Female,Business,Rural,723.9460970875421,Business,0.2555594952759432,11975.410114957458,251.7061489930112,93.92262729601477,67.60306488133659,38.13216003096029,51.55822118378279,41.515762944837824,Low,Yes,Yes,Low,30.959946140569865,2,Conservative
55,Male,Employee,Urban,3667.303705347408,Salary,0.2123913648799817,1469.5072206261923,990.320577198627,373.3614283912747,209.67761214805464,137.983135420856,223.61577680816777,290.1776947456708,Medium,No,Yes,High,0.5750418253206337,2,Conservative
36,Male,Employee,Suburban,1719.581830569045,Freelance,0.1753272231651327,431.1561846539826,571.0122978217678,166.33031830214213,170.56086632212964,115.21060326463952,117.59423153809894,36.36283414307616,Low,No,Yes,Medium,17.262577627957967,2,Conservative
51,Male,Unemployed,Urban,2772.0746828807764,Freelance,0.3770042776606843,7868.485145503424,770.9040445448512,393.0853899226674,141.2492053399188,149.73772992211806,234.23714918947636,114.99815148289925,Low,Yes,No,Low,27.08492458669225,2,Conservative
40,Male,Business,Suburban,4948.754471243845,Salary,0.214823535628982,10640.490602686585,1262.6660831037825,463.0596709184623,296.7296592272536,277.9377294879964,207.45088099142689,380.35409523337705,Medium,No,No,Medium,11.557432458454464,1,Aggressive
54,Female,Employee,Suburban,2825.9600753875284,Salary,0.0,1430.979833935363,1070.9397977640494,375.78059421321865,208.16846059917856,199.96502154899,272.2619567526952,220.8523032029249,High,No,Yes,Low,7.803583569869319,2,Conservative
30,Male,Employee,Urban,5000.3674983262,Salary,0.0,6464.003881932257,1568.0658699027952,408.07750553652977,293.6395981479899,516.9320418506121,287.3849703752375,270.98012844940314,Low,Yes,No,Low,8.920957872387415,1,Aggressive
61,Male,Employee,Urban,1908.0277760998608,Salary,0.3204943728413963,4153.126620530346,555.7762913450152,208.6820732633813,119.12542721043332,200.66705848669503,140.3667429859143,103.11052778065984,Medium,No,No,High,2.1491618020748,2,Conservative
35,Female,Employee,Rural,2038.3824834939735,Salary,0.016600433495895,2671.6894862441723,799.2308409979801,303.60650293597246,202.5385700687114,149.83271468980894,124.1315852692826,92.62535293904445,Medium,Yes,Yes,Medium,12.030133656286152,2,Conservative
39,Male,Employee,Urban,3617.0755688597783,Salary,0.1455663793863789,5327.111433989089,948.753513561488,449.8575109582796,291.5867876401235,381.3240386354786,260.28543379113296,118.5902432481116,Low,No,Yes,Medium,22.553113987917847,1,Aggressive
21,Female,Employee,Urban,1959.186803305986,Multiple,0.078419565323908,1804.3215025964344,592.2166187332157,199.33943332656264,102.39165884618072,88.01777430891241,158.19539588030602,47.964309677249865,Medium,No,Yes,Low,7.872615997297729,2,Conservative
25,Female,Freelancer,Rural,3290.0998423539686,Freelance,0.1697427393213084,990.9451479270332,910.0565569501384,424.36924507832873,242.8329707688018,177.65827410216164,215.50651433191527,141.5350584517679,Low,No,Yes,High,3.612457440499499,2,Conservative
46,Male,Business,Suburban,4411.200300046785,Salary,0.2386109958172312,4473.113878229761,1758.654628896343,461.99672539259234,348.8199472771399,195.828980371436,166.77646590048948,179.59895020587496,Low,Yes,Yes,Medium,42.58791746300801,1,Aggressive
34,Female,Business,Suburban,3767.5057139570026,Salary,0.1335343365818992,3897.6325653041454,1250.4462060044525,548.995685960711,250.4228053237729,425.3495398079869,200.89860297660272,200.4884950278868,Medium,No,Yes,High,4.12181953881961,1,Aggressive
59,Female,Employee,Rural,1108.257473677026,Freelance,0.1184391949195802,233.48885336871115,412.0868791623623,106.88612302616131,104.60351998935988,108.72394069442736,95.68631236287648,45.25832387846752,High,Yes,No,Medium,11.695558259703075,2,Conservative
19,Male,Business,Urban,2057.628965927838,Salary,0.2729281016118818,914.930572189624,564.8810783912733,210.6988700495765,186.2113887901732,203.96850571411628,143.78839750580107,94.28770373862768,Medium,No,No,Low,19.12238037506359,2,Conservative
39,Male,Employee,Urban,2809.9339087331773,Freelance,0.4631879947978774,1522.027250682379,830.7996501597055,360.2676512801571,197.2339437665809,257.934527110796,233.49087040179165,158.23598629705688,High,No,Yes,Low,23.255868415787667,2,Conservative
37,Female,Employee,Suburban,2160.409854614849,Salary,0.2540425153855002,5038.799088925502,740.8924578506297,293.1039629738885,189.82042508329516,67.38651444169422,199.1269261765,134.71352621341484,High,Yes,No,Medium,9.132532551688612,2,Conservative
19,Female,Unemployed,Suburban,2539.39973351557,Freelance,0.1085976704681309,650.2784669917071,702.6633558024675,305.6244563538238,194.13754484020737,124.51479395791746,154.15723238715256,52.780761110486246,High,Yes,No,Medium,13.108791858745564,2,Conservative
26,Female,Employee,Urban,2828.5949185610893,Salary,0.2871138185061779,2165.4317001380764,919.3198345499294,283.5642377606946,256.4481810981489,307.04068925868023,154.74242997921016,92.40508795672396,Medium,No,Yes,High,16.26238302803513,2,Conservative
41,Male,Employee,Urban,1875.660118493266,Freelance,0.374413839333054,20695.4222788695,731.0236000209543,225.29729510737732,139.5671201827872,137.56426167499842,70.9033858819361,58.75378285018313,Low,Yes,Yes,High,37.08129320087206,0,Moderate
45,Female,Employee,Urban,2215.6045056778084,Salary,0.3063342985301039,3186.8714195883904,863.0618276463879,211.23674132793903,123.13339708973916,214.5735801256885,108.45526406806702,99.79826987186468,High,No,Yes,High,19.01300638412925,2,Conservative
41,Male,Employee,Rural,1352.1925106446813,Salary,0.0456287861048869,3391.713057064438,410.0281141741646,113.6109038464665,88.5859662324803,67.00519530648161,80.47165526760601,33.54618548463972,Low,No,No,Medium,7.940414204780051,2,Conservative
46,Female,Business,Urban,1921.918349439339,Salary,0.2528448253135679,2804.5367843923705,629.2769563490003,277.47999364363824,156.04709079033725,68.99036209375663,75.44207584572933,142.45778108316517,Medium,No,No,Low,16.054108407950032,2,Conservative
49,Female,Unemployed,Rural,1137.5825261068926,Salary,0.1540961453689118,7958.964999632925,318.25149760010976,129.32006120931305,111.39902225690804,118.85942922732934,43.13720765846261,51.67256656599024,Medium,Yes,Yes,Low,27.6603084185098,2,Conservative
18,Female,Business,Rural,2586.9849066072675,Salary,0.205251602034959,3108.0005424836654,1026.457281644965,293.92812924755043,243.41290159707765,131.9656124190199,158.23748496541373,180.89211408435264,High,Yes,No,Medium,21.549643910817544,2,Conservative
43,Female,Business,Suburban,2215.84455294944,Salary,0.1625851386351344,2392.514157343438,726.7544893401822,292.79013806061016,203.7952454313942,110.401220536174,124.23584599140672,166.91290762859262,High,No,No,Low,8.252774113442651,2,Conservative
63,Female,Freelancer,Suburban,1543.9547049400535,Salary,0.2742749030860759,3470.978074665264,433.7694123687887,184.04273710924176,119.39313944296268,101.89277908176528,137.81115788176513,49.75652330958666,Medium,No,Yes,High,22.19439268765663,2,Conservative
46,Female,Business,Urban,5958.832814659612,Freelance,0.1647051106079747,11223.355667945156,2244.7776472000987,666.1979961698256,353.64023597461755,471.6958985663653,190.49335371994027,296.41277438483,High,No,No,High,0.0,1,Aggressive
52,Male,Student,Urban,2158.770786737701,Salary,0.3417832092735451,4456.238381870816,675.8163800147929,292.7776958533776,109.88357624928764,186.63233604091403,180.08944811091732,168.8339340682439,High,No,No,Medium,3.029246425107173,2,Conservative
36,Female,Unemployed,Suburban,2816.573831867948,Multiple,0.1997029550285462,3157.3169123711755,972.9024545996976,318.98187617463367,190.37349699314075,318.9787674433846,125.59680671597164,195.0802441725241,Medium,Yes,Yes,Low,22.413299583358004,2,Conservative
56,Female,Employee,Urban,1773.4523703949192,Salary,0.1776521677198294,9677.857283519908,667.7669850014436,255.184116969485,156.749748025847,173.96271465905565,162.38956798934615,40.01905736716781,Low,No,Yes,Medium,21.753827481709248,2,Conservative
56,Male,Unemployed,Urban,1983.912114291083,Salary,0.2571774243133483,1768.3905614636642,587.9927685971139,201.2407688784908,124.03258046603833,153.55671619853592,98.88396527675845,154.9566459786105,Medium,No,No,High,0.0,2,Conservative
46,Female,Student,Suburban,2870.4001824420284,Freelance,0.2357209901754645,121.26057739545516,966.4228417937444,236.3818723598337,185.38961405156743,123.34139328087495,196.7466344626621,61.399783692772,Medium,Yes,Yes,High,21.784623768292644,2,Conservative
64,Male,Freelancer,Urban,2067.04323261448,Salary,0.2600417716201502,4664.515809733443,534.1612866188648,186.94949752452337,115.76285041699148,87.39108431552035,98.7281208338044,45.55625978359903,Medium,Yes,Yes,Medium,34.93373161701475,2,Conservative
26,Female,Freelancer,Suburban,2444.636398167201,Freelance,0.1866763291576442,4610.455743144988,697.165079303907,335.7505932503118,208.9095968833348,102.09040909984208,143.8333263961861,143.39125773054002,Low,Yes,No,Medium,23.180330686093825,2,Conservative
19,Female,Unemployed,Urban,3653.395571475964,Multiple,0.3334496114218618,1600.02684839728,989.388468903284,529.1383782237909,235.0222280162038,434.0266410433688,170.51908019508016,211.9787740528569,Medium,No,No,Medium,18.11877538777588,1,Aggressive
56,Male,Business,Urban,1883.6881392306277,Salary,0.2990264036928017,2277.973319611363,652.9401939618208,160.59511301998546,153.38148975648747,194.17558210079795,105.70590309747575,131.13614326607615,High,No,No,Low,11.508303394240532,2,Conservative
57,Female,Employee,Urban,1253.7814307842518,Salary,0.1987725099721137,10487.624878619055,361.3374851655007,180.05488400769707,95.54696439861834,47.344266836880685,113.51743532789682,47.91937164500727,High,No,No,Medium,0.0,2,Conservative
25,Male,Employee,Rural,1137.8182081818738,Business,0.2822677157229012,4693.5088114651335,414.1634263583591,166.18703737082674,113.36397381241626,65.27047423218096,89.46369287679114,55.775936294741015,Low,No,No,Medium,8.960602376497706,2,Conservative
34,Female,Employee,Rural,5010.141905823416,Business,0.1736994944235922,13025.504421952184,1824.5458381784968,665.3622162213737,487.5642209818085,295.1944011241104,267.70097815548445,357.11009524754115,High,Yes,No,Low,13.184948577889436,1,Aggressive
19,Male,Employee,Urban,3887.7013536130353,Salary,0.2570267265895655,3899.3249679291,1429.2611737303578,518.1379075955138,271.00856603374086,226.99497584697224,349.159616630241,253.9955077772865,Medium,Yes,No,Medium,23.60213103962026,1,Aggressive
35,Male,Employee,Urban,3387.677402620134,Salary,0.2825317577190003,2556.344133961763,914.3142644220982,271.37751157818445,305.260997145078,103.16786865355284,113.81692764943816,154.1322514314189,Medium,No,No,Medium,5.3102508426881485,2,Conservative
56,Male,Employee,Rural,1962.4983267877944,Multiple,0.2249716495673972,6049.894891652936,645.4799049275265,187.5938998910569,138.04502624221652,135.20404435682087,155.74767406346945,139.56810133296707,High,No,Yes,Low,21.19702510039429,2,Conservative
46,Male,Employee,Urban,1253.2055584907548,Salary,0.1179869542432113,4307.547537952902,440.9593367095591,119.0842980909932,79.56396709795379,134.26116272355162,92.5514759795639,61.337774561556,Low,Yes,Yes,Low,31.141611493620115,2,Conservative
38,Female,Unemployed,Urban,2119.3171002543604,Salary,0.0806563412340678,4622.826371694946,632.438473514384,255.8109311021664,107.5114843184105,84.27855982930765,119.14116536775629,109.83992380738783,Medium,Yes,Yes,Low,23.539604634211923,2,Conservative
39,Female,Unemployed,Urban,2329.2993993194214,Multiple,0.2293493960688576,2367.7803689984808,673.189828299208,293.45667586663166,200.17772547250263,83.22666864603178,137.1486492616084,128.47927651987183,Low,No,No,High,5.484854624585899,2,Conservative
18,Male,Student,Suburban,1386.0651253408512,Business,0.1276133041426808,1682.4796284122526,495.7864835512625,198.36948077553205,88.72370304788521,122.43967593269538,78.36197498603329,58.711791033221424,Medium,No,No,Medium,1.298922311690859,2,Conservative
35,Male,Student,Urban,1170.48309405769,Salary,0.3054324807673763,1746.990714623054,354.2989198977264,133.62189577902402,86.66300734115462,116.53228020863403,87.63588234591046,43.5691819761131,Medium,Yes,Yes,Medium,37.8835951404304,2,Conservative
51,Male,Employee,Urban,1027.458644396682,Salary,0.0491235677707075,5013.729148874362,295.2216651519747,118.2313789521516,59.868784639807416,53.32994062183985,47.940848992480255,62.40036873878336,High,Yes,No,Low,11.040072236735831,2,Conservative
64,Female,Employee,Suburban,3390.377644650444,Freelance,0.3317239728611113,5707.211991463327,1133.8652539870286,284.10872673756535,180.56306414781912,378.51951182161446,337.78075051658084,99.77509717924572,Low,No,No,Medium,17.000389505043437,2,Conservative
59,Female,Student,Urban,1335.8470211304427,Salary,0.2050966004178556,215.1562755399527,458.2728634749539,200.13718931813943,116.71608068589968,122.07411892430048,40.34698100666735,66.85156614488125,High,Yes,Yes,Medium,23.912251116714533,2,Conservative
19,Male,Employee,Suburban,2848.948222345822,Salary,0.1145722638791701,1432.547896210595,1044.197578541722,416.4924911509692,184.20154588572024,207.7359663372427,178.37663765719046,111.43183449899011,Medium,Yes,No,Low,21.935392751954797,2,Conservative
61,Female,Employee,Suburban,2000.3952665623556,Multiple,0.1548656379308477,607.5531379693067,512.3801995127211,170.11017126670296,125.52453727171546,203.93687453657705,92.12396366139606,85.68759367493922,Low,No,No,High,0.0,2,Conservative
57,Male,Employee,Urban,3277.443426742085,Salary,0.1796423992410874,1811.1111652272675,905.1424072522702,390.1431027525799,206.3503415034126,193.86403111402024,179.64580272045745,156.30942993663498,Medium,No,Yes,High,9.88789135329614,2,Conservative
56,Female,Employee,Urban,2886.8241186981045,Business,0.2483026080536154,1630.6060345243814,1058.2734493386374,301.23487188143616,159.39066181974178,156.69734114114792,261.01838422252234,92.95662126805696,High,No,No,Medium,22.809765374528777,2,Conservative
43,Female,Employee,Suburban,2173.363596779881,Freelance,0.0774749786504043,3456.8892051047724,716.7330753601483,239.0339835408845,112.12237262264787,116.4269408262172,119.54728976062049,107.30895263313523,High,No,No,Medium,1.0903382365318062,2,Conservative
40,Female,Freelancer,Urban,2605.100967633312,Business,0.1040907093622307,3590.057126391778,966.2611338128088,327.24656473551187,154.498445751815,121.25716007414212,117.1882495978337,166.98383783675257,High,No,Yes,Medium,13.451740050470816,2,Conservative
36,Female,Business,Urban,2309.605352418558,Multiple,0.1675739861586168,25093.861690218702,732.7890813675286,252.6243468092336,207.9064312303172,251.84253204282172,128.59942276373366,78.71754527176294,Medium,Yes,No,High,4.417354654350262,0,Moderate
22,Female,Employee,Suburban,1794.2213610798246,Salary,0.1969272244157917,4328.049613454265,572.1910025720472,205.78043012133543,177.7069271540664,117.1207139370846,94.0117180182763,127.70959593822688,Low,No,No,Low,15.024693696691823,2,Conservative
32,Female,Student,Suburban,3983.9990997134782,Business,0.2716494487892575,5645.008031071648,1221.6341997025554,394.87159296298097,301.7341970910539,432.9330828997169,261.1654606095688,183.47310186846428,High,No,Yes,Low,28.170495524617213,1,Aggressive
33,Female,Employee,Urban,1975.2754251394883,Business,0.2269233064995011,719.1704284066656,698.614022163097,169.41231915277638,178.32024575748085,216.32008540877248,183.6843243851282,127.82489612819312,Low,No,Yes,Medium,27.789807801332294,2,Conservative
44,Male,Student,Urban,2336.886874025938,Multiple,0.1610516539023634,2132.83351029288,791.1087428582154,310.482244271579,146.65626714641292,97.71864107777787,184.0073270354684,142.0863982533516,High,No,No,Low,16.518530954477555,2,Conservative
55,Male,Employee,Urban,1202.8360834068376,Freelance,0.2236450313497636,1008.9688406111034,371.5676437056508,128.08643547003328,101.2807411933892,40.4378074953671,107.66555870736568,53.443233196781456,Medium,No,Yes,Medium,14.077937247791668,2,Conservative
44,Male,Employee,Suburban,2799.0134699594714,Business,0.2165483961858362,5423.826224150393,778.4958714170591,397.63319733263234,264.65227866469024,327.9452803277954,142.9796819982375,192.2560038792069,Medium,Yes,Yes,Low,30.59678248613579,2,Conservative
21,Female,Employee,Suburban,1798.5016875182168,Salary,0.1748269470509151,3140.5032798657576,450.2717008945061,262.8485967781391,145.41665766915824,88.12625130293273,57.6803536119335,39.20036629543329,Medium,No,Yes,Low,16.994925976565636,2,Conservative
63,Male,Employee,Suburban,1922.8729416502008,Salary,0.2116262365763367,2118.466037442769,507.0665099537611,165.72060439928202,163.56492945656433,123.82198477491563,106.3933983129042,68.54372128962247,Medium,No,Yes,Low,15.759384372957308,2,Conservative
62,Male,Freelancer,Suburban,1603.941905986692,Salary,0.0,7757.721385537444,426.9308139909575,205.153180492324,88.23722306366868,66.90610041566107,127.50136459107308,33.19485804209303,Medium,Yes,No,High,3.4643261865144623,2,Conservative
57,Male,Student,Rural,2293.884106300367,Salary,0.2933484880151532,2277.2168846690543,769.3866482828846,315.20033785522224,155.67106669435628,264.29161102435154,113.12258431787347,155.0074891735401,Medium,Yes,Yes,Low,31.611301317002287,2,Conservative
64,Male,Employee,Urban,894.9462785273033,Salary,0.2547950191096592,11315.913305649969,325.6527617923217,112.13020424641677,46.13288277991395,34.19841249237952,44.17303256622763,25.12732755380765,Medium,Yes,Yes,Low,40.65171346854611,2,Conservative
47,Female,Employee,Urban,3432.9612519440275,Salary,0.3497982175869968,11166.214014363291,1093.508150122628,353.6238156796084,200.18430686812903,352.39908344972423,125.32284952978831,152.94801276313115,Medium,No,No,Medium,21.172753229845117,2,Conservative
63,Female,Student,Rural,2393.872466739765,Multiple,0.1189050318765663,1578.685521164286,747.2208694539013,239.1876235086796,155.31492108492392,257.3040022348601,106.68310865550836,135.59904202774874,Low,No,No,Low,0.8648842461301252,2,Conservative
